Author short Names;authors;articles
"Fayolle, T; de Landtsheer, R; Ospina, G; Germeau, F";"Fayolle, Thomas; de Landtsheer, Renaud; Ospina, Gustavo; Germeau, Fabian";A Data-thrifty Approach to Routing Optimization
"Xie, XZ; Wang, ZR; Tian, L; Dekkiche, H; Salama, M";"Xie, Xinzhou; Wang, Zhongru; Tian, Li; Dekkiche, Hamoud; Salama, Mohamad";Research on online advertising attention evaluation decision based on the stability of delay differential equations and Hopf bifurcation analysis
"Yue, H; Deng, Q; Zeng, JG";"Yue, Hong; Deng, Qu; Zeng, Jianguang";Impact of Online Claims for Investor Protection on Enterprise Capital Structures: Evidence from Big Data in China
"Cao, HQ; Ji, XF";"Cao, Huaqing; Ji, Xiaofen";Prediction of Garment Production Cycle Time Based on a Neural Network
"Banet, K; Naumov, V; Kucharski, R";"Banet, Krystian; Naumov, Vitalii; Kucharski, Rafal";Using city-bike stopovers to reveal spatial patterns of urban attractiveness
"Zheng, SM; Wang, CY; Yuan, X; Xin, HLL";"Zheng, Siming; Wang, Chunyang; Yuan, Xin; Xin, Huolin L.";Super-compression of large electron microscopy time series by deep compressive sensing learning
"Bergier, I; Papa, M; Silva, R; Santos, PM";"Bergier, Ivan; Papa, Matheus; Silva, Roosevelt; Santos, Patricia Menezes";Cloud/edge computing for compliance in the Brazilian livestock supply chain
Zhan, X;Zhan, Xia;Analysis of big data and cloud computing technology based on the library lending system
"Schuhmacher, A; Brieke, C; Gassmann, O; Hinder, M; Hartl, D";"Schuhmacher, Alexander; Brieke, Clara; Gassmann, Oliver; Hinder, Markus; Hartl, Dominik";Systematic risk identification and assessment using a new risk map in pharmaceutical R&D
"Duggal, AS; Singh, R; Gehlot, A; Gupta, LR; Akram, SV; Prakash, C; Singh, S; Kumar, R";"Duggal, Angel Swastik; Singh, Rajesh; Gehlot, Anita; Gupta, Lovi Raj; Akram, Sheik Vaseem; Prakash, Chander; Singh, Sunpreet; Kumar, Raman";Infrastructure, mobility and safety 4.0: Modernization in road transportation
"Yang, Y; Zhuang, YT; Pan, YH";"Yang, Yi; Zhuang, Yueting; Pan, Yunhe";Multiple knowledge representation for big data artificial intelligence: framework, applications, and case studies
"Ma, WK; Hu, JC; Wang, YY; Wu, YH";"Ma, Wenkai; Hu, Jinchang; Wang, Yanyan; Wu, Yaohua";Simulation-based regression analysis for the replenishment strategy of the crane & shuttle-based storage and retrieval system
"Wang, XH; Chen, L; Shi, JY; Tang, HJ";"Wang, Xiaohui; Chen, Liang; Shi, Jingyuan; Tang, Hongjie";Who Sets the Agenda? the Dynamic Agenda Setting of the Wildlife Issue on Social Media
Porrett, PM;Porrett, Paige M.;Navigating the murky waters of maternal fetal tolerance: Put big data at the helm
"Ma, ZL; Zeng, YH; Wu, LL; Zhang, LS; Li, JD; Li, HX";"Ma, Zhongli; Zeng, Yaohan; Wu, Lili; Zhang, Linshuai; Li, Jiadi; Li, Huixin";Water Surface Targets Recognition and Tracking Based on Improved YOLO and KCF Algorithms
"Onu, P; Mbohwa, C";"Onu, Peter; Mbohwa, Charles";Industry 4.0 opportunities in manufacturing SMEs: Sustainability outlook
"Lin, ZY; Li, S";"Lin, Zeyu; Li, Shuai";Prediction of Enterprise Economic Activity Behavior Based on Neural Network and ARIMA Hybrid Model
Shen, XG;Shen, Xiaogai;Design and Implementation of an Integrated Central Heating Information Monitoring System for Smart Cities
"Kelleher, C; Braswell, A";"Kelleher, Christa; Braswell, Anna";Introductory overview: Recommendations for approaching scientific visualization with large environmental datasets
Hartlev, M;Hartlev, Mette;Health Disparities and New Health Technologies - A Patients' and Human Rights Perspective
"Znamenskaya, IA; Doroshchenko, IA; Sysoev, NN; Tatarenkova, DI";"Znamenskaya, I. A.; Doroshchenko, I. A.; Sysoev, N. N.; Tatarenkova, D. I.";Results of Quantitative Analysis of High-Speed Shadowgraphy of Shock Tube Flows Using Machine Vision and Machine Learning
"Tang, MM; Xu, RJ; Gong, YA; Zhang, H; He, J; Wu, P; Liu, CJ; Jiang, W";"Tang, Miaomiao; Xu, Rongjie; Gong, Yinan; Zhang, Hao; He, Jian; Wu, Pan; Liu, Changjun; Jiang, Wei";Treatment of Variable Complex Mixed Dye Wastewater by Photodegradation with a Photocatalyst Gradation Strategy
"Gao, Y; Lin, JQ; Xie, J; Ning, ZL";"Gao, Ying; Lin, Jiqiang; Xie, Jie; Ning, Zhaolong";A Real-Time Defect Detection Method for Digital Signal Processing of Inspection Applications
"Shahbaz, M; Gao, CY; Zhai, LL; Shahzad, F; Luqman, A; Zahid, R";"Shahbaz, Muhammad; Gao, Changyuan; Zhai, Lili; Shahzad, Fakhar; Luqman, Adeel; Zahid, Rimsha";Impact of big data analytics on sales performance in pharmaceutical organizations: The role of customer relationship management capabilities
"Gorodnichev, MG; Sarkisov, NB; Gematudinov, RA; Dzhabrailov, KA";"Gorodnichev, M. G.; Sarkisov, N. B.; Gematudinov, R. A.; Dzhabrailov, Kh A.";Development of a System for Collecting and Processing Big Data Received from Terminal Devices
"Zavalin, VI; Miksa, SD";"Zavalin, Vyacheslav, I; Miksa, Shawne D.";Collecting and evaluating large volumes of bibliographic metadata aggregated in the WorldCat database: a proposed methodology to overcome challenges
Muhlhoff, R;Muehlhoff, Rainer;Predictive privacy: towards an applied ethics of data analytics
"Chen, Y; Tang, Z";"Chen, Yu; Tang, Zhong";Research on the Construction of Intelligent Community Emergency Service Platform Based on Convolutional Neural Network
"Wei, DW; Ning, HS; Shi, FF; Wan, YL; Xu, JB; Yang, SK; Zhu, L";"Wei, Dawei; Ning, Huansheng; Shi, Feifei; Wan, Yueliang; Xu, Jiabo; Yang, Shunkun; Zhu, Li";Dataflow Management in the Internet of Things: Sensing, Control, and Security
"Zeng, J; Tavalaei, MM; Khan, Z";"Zeng, Jing; Tavalaei, M. Mahdi; Khan, Zaheer";Sharing economy platform firms and their resource orchestration approaches
"Behrens, R; Foutz, NZ; Franklin, M; Funk, J; Gutierrez-Navratil, F; Hofmann, J; Leibfried, U";"Behrens, Ronny; Foutz, Natasha Zhang; Franklin, Michael; Funk, Jannis; Gutierrez-Navratil, Fernanda; Hofmann, Julian; Leibfried, Ulrike";Leveraging analytics to produce compelling and profitable film content
"Tripathy, PK; Tripathy, AK; Agarwal, A; Mohanty, SP";"Tripathy, Pradyumna K.; Tripathy, Ajaya K.; Agarwal, Aditi; Mohanty, Saraju P.";Preventing COVID-19 Spread Using Information and Communication Technology
"Mendonca, MOK; Ferreira, JO; Diniz, PSR";"Mendonca, Marcele O. K.; Ferreira, Jonathas O.; Diniz, Paulo S. R.";Data Selective Deep Neural Networks For Image Classification
"Moore, EK; Kriesberg, A; Schroeder, S; Geil, K; Haugen, I; Barford, C; Johns, EM; Arthur, D; Sheffield, M; Ritchie, SM; Jackson, C; Parr, C";"Moore, Eli K.; Kriesberg, Adam; Schroeder, Steven; Geil, Kerrie; Haugen, Inga; Barford, Carol; Johns, Erica M.; Arthur, Dan; Sheffield, Megan; Ritchie, Stephanie M.; Jackson, Carolyn; Parr, Cynthia";Agricultural data management and sharing: Best practices and case study
"Xiong, WY; Huang, DQ; Xu, W";"Xiong, Wenying; Huang, Dongqin; Xu, Wei";Big Data and Deep Learning Model for FMS Score Prediction of Aerobics Athletes
"Luo, JJ; Gao, WC; Wang, ZL";"Luo, Jianjun; Gao, Wenchao; Wang, Zhong Lin";The Triboelectric Nanogenerator as an Innovative Technology toward Intelligent Sports
"Condor-Herrera, O; Arias-Flores, H; Jadan-Guerrero, J; Ramos-Galarza, C";"Condor-Herrera, Omar; Arias-Flores, Hugo; Jadan-Guerrero, Janio; Ramos-Galarza, Carlos";Artificial Intelligence and Tomorrow's Education
"Jiang, R; Xin, Y; Cheng, HP; Wu, WX";"Jiang, Rong; Xin, Yang; Cheng, Huiping; Wu, Wenxuan";T-RBAC Model Based on Two-Dimensional Dynamic Trust Evaluation under Medical Big Data
Doran, C;Doran, Connemara;Instrumentalizing and Visualizing the Cosmic First Light
"Andreoli, R; Cucinotta, T";"Andreoli, Remo; Cucinotta, Tommaso";Differentiated Performance in NoSQL Database Access for Hybrid Cloud-HPC Workloads
"Diaz, O; Kushibar, K; Osuala, R; Linardos, A; Garrucho, L; Igual, L; Radeva, P; Prior, F; Gkontra, P; Lekadir, K";"Diaz, Oliver; Kushibar, Kaisar; Osuala, Richard; Linardos, Akis; Garrucho, Lidia; Igual, Laura; Radeva, Petia; Prior, Fred; Gkontra, Polyxeni; Lekadir, Karim";Data preparation for artificial intelligence in medical imaging: A comprehensive guide to open-access platforms and tools
"Wachs, J; Fazekas, M; Kertesz, J";"Wachs, Johannes; Fazekas, Mihaly; Kertesz, Janos";Corruption risk in contracting markets: a network science perspective
"Gallo, T; Santolamazza, A";"Gallo, Tommaso; Santolamazza, Annalisa";Industry 4.0 and human factor: How is technology changing the role of the maintenance operator?
"Tozzi, AE; Cinelli, G";"Tozzi, Alberto Eugenio; Cinelli, Giulia";Informed consent and artificial intelligence applied to RCT and Covid-19
"Ge, CJ; Oliveira, RAD; Gu, IYH; Bollen, MHJ";"Ge, Chenjie; Oliveira, Roger A. D.; Gu, Irene Y. H.; Bollen, Math H. J.";Unsupervised deep learning and analysis of harmonic variation patterns using big data from multiple locations
"Mink, DM; McDonald, J; Bagui, S; Glisson, WB; Shropshire, J; Benton, R; Russ, S";"Mink, Dustin M.; McDonald, Jeffrey; Bagui, Sikha; Glisson, William B.; Shropshire, Jordan; Benton, Ryan; Russ, Samuel";Near-Real-Time IDS for the US FAA's NextGen ADS-B
"Ahmed, Z; Renart, EG; Mishra, D; Zeeshan, S";"Ahmed, Zeeshan; Renart, Eduard Gibert; Mishra, Deepshikha; Zeeshan, Saman";JWES: a new pipeline for whole genome/exome sequence data processing, management, and gene-variant discovery, annotation, prediction, and genotyping
Baothman, FA;Baothman, Fatmah Abdulrahman;An Intelligent Big Data Management System Using Haar Algorithm-Based Nao Agent Multisensory Communication
"Sun, HD; Chen, YY; Lai, JH; Wang, Y; Liu, XM";"Sun, Haodong; Chen, Yanyan; Lai, Jianhui; Wang, Yang; Liu, Xiaoming";Identifying Tourists and Locals by K-Means Clustering Method from Mobile Phone Signaling Data
"Arslan, SS; Zeydan, E";"Arslan, Suayb S.; Zeydan, Engin";On the Distribution Modeling of Heavy-Tailed Disk Failure Lifetime in Big Data Centers
"Torresan, C; Garzon, MB; O'Grady, M; Robson, TM; Picchi, G; Panzacchi, P; Tomelleri, E; Smith, M; Marshall, J; Wingate, L; Tognetti, R; Rustad, LE; Kneeshaw, D";"Torresan, Chiara; Garzon, Marta Benito; O'Grady, Michael; Robson, Thomas Matthew; Picchi, Gianni; Panzacchi, Pietro; Tomelleri, Enrico; Smith, Melanie; Marshall, John; Wingate, Lisa; Tognetti, Roberto; Rustad, Lindsey E.; Kneeshaw, Dan";A new generation of sensors and monitoring tools to support climate-smart forestry practices
"Carrigan, C; Green, MW; Rahman-Davies, A";"Carrigan, Coleen; Green, Madison W.; Rahman-Davies, Abibat";The revolution will not be supervised: Consent and open secrets in data science
"Romero, N; Medrano, R; Garces, K; Sanchez-Londono, D; Barbieri, G";"Romero, Nestor; Medrano, Rafael; Garces, Kelly; Sanchez-Londono, David; Barbieri, Giacomo";XRepo 2.0: a Big Data Information System for Education in Prognostics and Health Management
"Panicacci, S; Donati, M; Profili, F; Francesconi, P; Fanucci, L";"Panicacci, Silvia; Donati, Massimiliano; Profili, Francesco; Francesconi, Paolo; Fanucci, Luca";Trading-Off Machine Learning Algorithms towards Data-Driven Administrative-Socio-Economic Population Health Management
"Mau, TN; Huynh, VN";"Mau, Toan Nguyen; Huynh, Van-Nam";An LSH-based k-representatives clustering method for large categorical data
"Wang, T; Mei, YX; Liu, XX; Wang, J; Dai, HN; Wang, ZJ";"Wang, Tian; Mei, Yaxin; Liu, Xuxun; Wang, Jin; Dai, Hong-Ning; Wang, Zhijian";Edge-based auditing method for data security in resource-constrained Internet of Things
"Janyapoon, S; Liangrokapart, J; Tan, A";"Janyapoon, Suwat; Liangrokapart, Jirapan; Tan, Albert";Critical Success Factors of Business Intelligence Implementation in Thai Hospitals
"Wang, CY; Zhu, GY; Liu, TY; Xie, YH; Zhang, D";"Wang, Chongyu; Zhu, Guangya; Liu, Tianyuan; Xie, Yonghui; Zhang, Di";A sub-domain adaptive transfer learning base on residual network for bearing fault diagnosis
"Zhang, XL; Wang, XF";"Zhang, Xuelei; Wang, Xiaofeng";Intelligent Prediction and Optimization Algorithm for Chronic Disease Rehabilitation in Sports Using Big Data
"Pozzi, R; Cannas, VG; Ciano, MP";"Pozzi, Rossella; Cannas, Violetta Giada; Ciano, Maria Pia";Linking data science to lean production: a model to support lean practices
Kim, Y;Kim, Youngrim;Tracking bodies in question: telecom companies, mobile data, and surveillance platforms in South Korea's epidemic governance
"Chan, NKW; Lee, ASH; Zainol, Z";"Chan, Nicholas Khin-Whai; Lee, Angela Siew-Hoong; Zainol, Zuraini";A framework for predicting employee health risks using ensemble model
"Jia, LQ; Fan, W";"Jia, Liqiang; Fan, Wei";Medical Sports Data Privacy Protection Method Based on Legal Risk Control
Mirzaie, M;Mirzaie, Mostafa;Hybrid Context-Aware Method for Quality Assessment of Data Streams
"Zolopa, C; Hoj, S; Bruneau, J; Meeson, JS; Minoyan, N; Raynault, MF; Makarenko, I; Larney, S";"Zolopa, Camille; Hoj, Stine; Bruneau, Julie; Meeson, Julie-Soleil; Minoyan, Nanor; Raynault, Marie-France; Makarenko, Iuliia; Larney, Sarah";A rapid review of the impacts of Big Events  on risks, harms, and service delivery among people who use drugs: Implications for responding to COVID-19
"Choi, WG; Park, S; Kim, J; Song, MH; Lee, SS";"Choi, Won Gi; Park, Seolyeong; Kim, Jeehyeong; Song, Min-Hwan; Lee, Sang-Shin";In-Memory Storage based Real-Time Data Pipeline for Transportation Equipment in Port
"Chen, H; Birkelund, Y; Zhang, QX";"Chen, Hao; Birkelund, Yngve; Zhang, Qixia";Data-augmented sequential deep learning for wind power forecasting
"Yang, YJ; Zheng, J; Du, ZZ; Li, Y; Cai, YP";"Yang, Yujie; Zheng, Jing; Du, Zhenzhen; Li, Ye; Cai, Yunpeng";Accurate Prediction of Stroke for Hypertensive Patients Based on Medical Big Data and Machine Learning Algorithms: Retrospective Study
"Giannone, D; Lenza, M; Primiceri, GE";"Giannone, Domenico; Lenza, Michele; Primiceri, Giorgio E.";Economic Predictions With Big Data: The Illusion of Sparsity
"Bodyanskiy, YV; Shafronenko, AY; Klymova, IN";"Bodyanskiy, Ye, V; Shafronenko, A. Yu; Klymova, I. N.";ONLINE PROBABILISTIC FUZZY CLUSTERING METHOD BASED ON EVOLUTIONARY OPTIMIZATION OF CAT SWARM
"Xiao, CW; Guo, F";"Xiao, Changwang; Guo, Fei";On the global existence of small data classical solutions to a semilinear wave equation with a time-dependent damping
"Alzahrani, RA; Herko, SJ; Easton, JM";"Alzahrani, Rahma A.; Herko, Simon J.; Easton, John M.";Blockchain-hosted Data Access Agreements for Remote Condition Monitoring in Rail
"Zheng, Z; Zhang, KT; Gao, XQ";"Zheng, Zhong; Zhang, KaiTian; Gao, XiaoQiang";Human-cyber-physical system for production and operation decision optimization in smart steel plants
"Theilen, JT; Baur, A; Bieker, F; Quinn, RA; Hansen, M; Fuster, GG";"Theilen, Jens T.; Baur, Andreas; Bieker, Felix; Quinn, Regina Ammicht; Hansen, Marit; Fuster, Gloria Gonzalez";Feminist data protection: an introduction
"Mahmoud, N; Abdel-Aty, M; Cai, Q";"Mahmoud, Nada; Abdel-Aty, Mohamed; Cai, Qing";Factors Contributing to Operating Speeds on Arteria Roads by Context Classifications
"Xie, XY; Guo, XK; Ma, XG; Cai, SX; Ai, YF; Luo, C; Ge, LY";"Xie, Xiangying; Guo, Xingke; Ma, Xiaoguang; Cai, Shixia; Ai, Yufei; Luo, Cong; Ge, Leyi";The research of diagnosing Photovoltaic building fault based on State Grid Distributed Photovoltaic Cloud Platform
"Shaw, FA; Wang, XY; Mokhtarian, PL; Watkins, KE";"Shaw, F. Atiyya; Wang, Xinyi; Mokhtarian, Patricia L.; Watkins, Kari E.";Supplementing transportation data sources with targeted marketing data: Applications, integration, and internal validation
"Ilieva, G; Yankova, T; Klisarova-Belcheva, S; Ivanova, S";"Ilieva, Galina; Yankova, Tania; Klisarova-Belcheva, Stanislava; Ivanova, Svetlana";Effects of COVID-19 Pandemic on University Students' Learning
"Mihaly, S; Remetey-Fulopp, G; Kristof, D; Czinkoczky, A; Palya, T; Pasztor, L; Rudan, P; Szabo, G; Zentai, L";"Mihaly, Szabolcs; Remetey-Fulopp, Gabor; Kristof, Daniel; Czinkoczky, Anna; Palya, Tamas; Pasztor, Laszlo; Rudan, Pal; Szabo, Gyorgy; Zentai, Laszlo";Earth observation and geospatial big data management and engagement of stakeholders in Hungary to support the SDGs
"McKeown, A; Mourby, M; Harrison, P; Walker, S; Sheehan, M; Singh, I";"McKeown, Alex; Mourby, Miranda; Harrison, Paul; Walker, Sophie; Sheehan, Mark; Singh, Ilina";Ethical Issues in Consent for the Reuse of Data in Health Data Platforms
"Rawson, A; Sabeur, Z; Brito, M";"Rawson, Andrew; Sabeur, Zoheir; Brito, Mario";Intelligent Geospatial Maritime Risk Analytics Using The Discrete Global Grid System
"Zomeno, D; Blay-Arraez, R";"Zomeno, Daniel; Blay-Arraez, Rocio";Big data and editorial intelligence in branded content and the new media business models
"Lee, S; Kim, K; Kim, J; Kim, D; Chung, EY";"Lee, Sanghyup; Kim, Kwangsu; Kim, Jeongbin; Kim, Dohyun; Chung, Eui-Young";Management of Cloud Data in Heterogeneously Integrated Main Memory
"Antonieto, ACC; Silva, RN";"Antonieto, Amanda C. C.; Silva, Roberto N.";Transcriptomics in Trichoderma reesei
"Zuccala, AA; Polonen, J; Guns, R; Roeggen, V; Kulczycki, E; Bruun, K; Savolainen, E";"Zuccala, Alesia A.; Polonen, Janne; Guns, Raf; Roeggen, Vidar; Kulczycki, Emanuel; Bruun, Kasper; Savolainen, Eeva";Performance-based publisher ratings and the visibility/impact of books: Small fish in a big pond, or big fish in a small pond?
Xiao, LP;Xiao, Laipeng;Influence of Healthy Physical Fitness on the Teaching of Aerobics Course Based on Big Data Mining Technology
"Bhuvaneswari, V; Priyadharshini, M; Deepa, C; Balaji, D; Rajeshkumar, L; Ramesh, M";"Bhuvaneswari, V.; Priyadharshini, M.; Deepa, C.; Balaji, D.; Rajeshkumar, L.; Ramesh, M.";Deep learning for material synthesis and manufacturing systems: A review
"Yu, YS; Guan, ZP; Ren, MW; Song, JW; Ma, PK; Jia, HJ";"Yu, Yongsen; Guan, Zhiping; Ren, Mingwen; Song, Jiawang; Ma, Pinkui; Jia, Hongjie";A Versatile Punch Stroke Correction Model for Trial V-Bending of Sheet Metals Based on Data-Driven Method
"Agapiou, A; Lysandrou, V";"Agapiou, Athos; Lysandrou, Vasiliki";Observing Thermal Conditions of Historic Buildings through Earth Observation Data and Big Data Engine
"Souza, RPPM; dos Santos, LJA; Coimbra, GTP; Silva, FA; Silva, TRMB";"Souza, Raissa P. P. M.; dos Santos, Leonardo J. A.; Coimbra, Gabriel T. P.; Silva, Fabricio A.; Silva, Thais R. M. B.";A Big Data-Driven Hybrid Solution to the Indoor-Outdoor Detection Problem
"Wang, SJ; Wang, YJ; Li, X; Liu, LP; Xing, H; Zhang, YP";"Wang, Shuangjing; Wang, Yujie; Li, Xu; Liu, Lipeng; Xing, Hai; Zhang, Yunpei";Big Data-Based Boring Indexes and Their Application during TBM Tunneling
"Gu, R; Zhang, ZX; Xu, ZH; Wang, ZK; Zhang, K; Yuan, CF; Huang, YH";"Gu, Rong; Zhang, Zhixiang; Xu, Zhihao; Wang, Zhaokang; Zhang, Kai; Yuan, Chunfeng; Huang, Yihua";Alchemy: Distributed financial quantitative analysis system with high-level programming model
"Liu, XM; Hu, J; Mwakapesa, DS; Nanehkaran, YA; Mao, YM; Zhang, RP; Chen, ZG";"Liu, Xiang-Min; Hu, Jian; Mwakapesa, Deborah Simon; Nanehkaran, Y. A.; Mao, Yi-Min; Zhang, Rui-Peng; Chen, Zhi-Gang";A novel MapReduce-based deep convolutional neural network algorithm
Chomanski, B;Chomanski, Bartlomiej;The Missing Ingredient in the Case for Regulating Big Tech
"Szejko, N; Dunalska, A; Lombroso, A; McGuire, JF; Piacentini, J";"Szejko, Natalia; Dunalska, Anna; Lombroso, Adam; McGuire, Joseph F.; Piacentini, John";Genomics of Obsessive-Compulsive Disorder-Toward Personalized Medicine in the Era of Big Data
"Song, YN; Hua, XL";"Song, Yanan; Hua, Xiaolong";Innovation Path of Leasing Trade under Smart Logistics Technology by Big Data Analysis
"Wilson, PW; Zhao, SR";"Wilson, Paul W.; Zhao, Shirong";Evidence from shadow price of equity on Too-Big-to-Fail Banks
"Liu, JK; Chen, YS";"Liu, Jiankun; Chen, Yunsong";Attention to social stratification in the public discourse: An empirical study based on big data of books (1949-2008)
"Lee, KR; Kim, B; Nan, D; Kim, JH";"Lee, Kyeo Re; Kim, Byungjun; Nan, Dongyan; Kim, Jang Hyun";Structural Topic Model Analysis of Mask-Wearing Issue Using International News Big Data
"Demirdogen, G; Diren, NS; Aladag, H; Isik, Z";"Demirdogen, Gokhan; Diren, Nihan Sena; Aladag, Hande; Isik, Zeynep";Lean Based Maturity Framework Integrating Value, BIM and Big Data Analytics: Evidence from AEC Industry
"Chen, C; Zhang, X";"Chen, Chen; Zhang, Xin";Early Warning Methods of Epidemiological Risks Based on Data Mining
"Xu, MW; Li, C";"Xu, Mingwei; Li, Chuang";Data Mining Method of Enterprise Human Resource Management Based on Simulated Annealing Algorithm
"Baghapour, MA; Moeini, Z; Shooshtarian, MR";"Baghapour, Mohammad Ali; Moeini, Zohre; Shooshtarian, Mohammad Reza";A new computer-based index for swimming pools' environmental health assessment in big data environment by consensus-based fuzzy group decision-making models
"Stylos, N; Zwiegelaar, J; Buhalis, D";"Stylos, Nikolaos; Zwiegelaar, Jeremy; Buhalis, Dimitrios";Big data empowered agility for dynamic, volatile, and time-sensitive service industries: the case of tourism sector
"Zhang, ZR; Yao, X; Yuan, S; Deng, YX; Guo, C";"Zhang, Zhuoran; Yao, Xiang; Yuan, Shuai; Deng, Yingxin; Guo, Chao";Big five personality influences trajectories of information seeking behavior
"Conic, RRZ; Geis, C; Vincent, HK";"Conic, Rosalynn R. Z.; Geis, Carolyn; Vincent, Heather K.";Social Determinants of Health in Physiatry: Challenges and Opportunities for Clinical Decision Making and Improving Treatment Precision
Liu, T;Liu, Tong;Research on the Design of E-commerce Data Analysis Platform
"Tian, N; Tsai, SB";"Tian, Na; Tsai, Sang-Bing";An Empirical Study on Interactive Flipped Classroom Model Based on Digital Micro-Video Course by Big Data Analysis and Models
"Yang, X; Hou, L; Guo, MQ; Cao, YJ; Yang, MC; Tang, LL";"Yang, Xue; Hou, Liang; Guo, Mingqiang; Cao, Yanjia; Yang, Mingchun; Tang, Luliang";Road intersection identification from crowdsourced big trace data using Mask-RCNN
"Radecki, P; Uppuluri, R; Aviran, S";"Radecki, Pierce; Uppuluri, Rahul; Aviran, Sharon";Rapid structure-function insights via hairpin-centric analysis of big RNA structure probing datasets
"Prufer, J; Schottmuller, C";"Prufer, Jens; Schottmueller, Christoph";Competing with Big Data*
Gao, Y;Gao, Yuan;Design of Children's Product Packaging Preference Based on Big Data Machine Learning
"Evers, NFG; Greenfield, PM; Evers, GW";"Evers, Noah F. G.; Greenfield, Patricia M.; Evers, Gabriel W.";COVID-19 shifts mortality salience, activities, and values in the United States: Big data analysis of online adaptation
"Bamberger, KA; Mayse, AE";"Bamberger, Kenneth A.; Mayse, Ariel Evan";PRE-MODERN INSIGHTS FOR POST-MODERN PRIVACY: JEWISH LAW LESSONS FOR THE BIG DATA AGE
"Kalugin, AY; Shchebetenko, SA; Mishkevich, AM; Soto, CJ; John, OP";"Kalugin, A. Yu; Shchebetenko, S. A.; Mishkevich, A. M.; Soto, C. J.; John, O. P.";Psychometric Properties of the Russian Version of the Big Five Inventory-2
"Sakas, DP; Giannakopoulos, NT";"Sakas, Damianos P.; Giannakopoulos, Nikolaos Th";Harvesting Crowdsourcing Platforms' Traffic in Favour of Air Forwarders' Brand Name and Sustainability
"Zhao, Y; Peng, XH; Wu, Y; Shen, JW; Duan, X";"Zhao, Yi; Peng, Xiaohong; Wu, Yan; Shen, Jingwei; Duan, Xing";A PREDICTION AND DISCOVERY METHOD OF CLOUD API BASED ON THE MULTIMODAL COMPACT LSTM MODEL
"Bakker, MH; Vissink, A; Raghoebar, GM; Visser, A";"Bakker, Mieke H.; Vissink, Arjan; Raghoebar, Gerry M.; Visser, Anita";General health status of Dutch elderly receiving implant-retained overdentures: A 9-year big data cross-sectional study
"Park, S; Lee, JH; Park, JH; Park, SH; Park, SY; Jung, YW; Choi, SA";"Park, Sunny; Lee, Jung Hyun; Park, Ji Hyun; Park, So Hyang; Park, Song Yi; Jung, Yong Woo; Choi, Soo An";Ocular surface disorders associated with the use of dupilumab based on WHO VigiBase
"Sahni, J; Vidyarthi, DP";"Sahni, Jyoti; Vidyarthi, Deo Prakash";Heterogeneity-aware elastic scaling of streaming applications on cloud platforms
"Shah, SM; Lutjen, M; Freitag, M";"Shah, Sayed Mehdi; Luetjen, Michael; Freitag, Michael";Text Mining for Supply Chain Risk Management in the Apparel Industry
"Borrero, JD; Zabalo, A";"Borrero, Juan D.; Zabalo, Alberto";Identification and Analysis of Strawberries' Consumer Opinions on Twitter for Marketing Purposes
"Rikalovic, A; Suzic, N; Bajic, B; Piuri, V";"Rikalovic, Aleksandar; Suzic, Nikola; Bajic, Bojana; Piuri, Vincenzo";Industry 4.0 Implementation Challenges and Opportunities: A Technological Perspective
Cardona, LAL;Lasso Cardona, Luis Adrian;Technological trends: a focus on citizen security
"Chen, Y; Weng, QH; Tang, LL; Liu, QH; Fan, RS";"Chen, Yang; Weng, Qihao; Tang, Luliang; Liu, Qinhuo; Fan, Rongshuang";An Automatic Cloud Detection Neural Network for High-Resolution Remote Sensing Imagery With Cloud-Snow Coexistence
"Santos, MFD; Salaverria, R";"Santos, Mathias Felipe de Lima; Salaverria, Ramon";From Data Journalism to Artificial Intelligence: Challenges Faced by La Nacion in Implementing Computer Vision in News Reporting
"Shang, WL; Chen, JY; Bi, HB; Sui, Y; Chen, YY; Yu, HT";"Shang, Wen-Long; Chen, Jinyu; Bi, Huibo; Sui, Yi; Chen, Yanyan; Yu, Haitao";Impacts of COVID-19 pandemic on user behaviors and environmental benefits of bike sharing: A big-data analysis
"Rossouw, S; Greyling, T; Adhikari, T";"Rossouw, Stephanie; Greyling, Talita; Adhikari, Tamanna";Happiness lost: Was the decision to implement lockdown the correct one?
"Yao, LF; Ma, RM; Wang, H";"Yao, Lifei; Ma, Ruimin; Wang, Hua";Baidu index-based forecast of daily tourist arrivals through rescaled range analysis, support vector regression, and autoregressive integrated moving average
"Grimaldi, D; Collins, C; Acosta, SG";"Grimaldi, Didier; Collins, Carly; Garcia Acosta, Sebastian";Dynamic Restaurants Quality Mapping Using Online User Reviews
Kumar, M;Kumar, Manish;Scalable malware detection system using big data and distributed machine learning approach
"Wahid, N; Warraich, NF; Tahira, M";"Wahid, Nazia; Warraich, Nosheen Fatima; Tahira, Muzammil";Group level scientometric analysis of Pakistani authors
"Li, CY; Zheng, L";"Li, Chun Yan; Zheng, Lu";Analysis of Tai Chi Ideological and Political Course in University Based on Big Data and Graph Neural Networks
"Navaz, AN; Serhani, MA; El Kassabi, HT; Al-Qirim, N; Ismail, H";"Navaz, Alramzana Nujum; Serhani, Mohamed Adel; El Kassabi, Hadeel T.; Al-Qirim, Nabeel; Ismail, Heba";Trends, Technologies, and Key Challenges in Smart and Connected Healthcare
